"ProfID","x","y","clay_0_30","sand_0_30","silt_0_30"
154,104.293749999594,18.8270833336037,259.787917,410,330.212083
197,104.631249999536,19.3437500001513,251.0539197,400,348.9460803
262,104.489583332893,19.8104166667104,213.0443052,480,306.9556948
2702,104.78124999951,19.8104166667104,259.7128953,430,310.2871047
2706,104.681249999527,18.8895833335893,265.0761832,400,334.9238168
2709,104.752083332848,19.8062500000447,323.9214485,310,366.0785515
2710,104.652083332865,18.7312500002925,274.301052,240,485.698948
2711,103.872916666333,18.7937500002781,234.6745308,540,225.3254692
2712,104.097916666294,19.5020833334481,293.4165153,310,396.5834847
2714,104.727083332852,19.8604166666988,262.3425974,460,277.6574026
2716,104.910416666154,19.5979166667594,295.2268085,230,474.7731915
2718,104.335416666253,19.5354166667738,361.3655581,220,418.6344419
2720,104.906249999488,19.7229166667305,267.7525242,310,422.2474758
2721,105.43958333273,18.7020833336326,301.1552143,320,378.8447857
2723,105.231249999432,19.772916666719,246.4421624,400,353.5578376
2725,104.356249999583,19.7812500000504,254.5546798,430,315.4453202
2726,104.468749999564,19.2562500001715,309.1537367,380,310.8462633
2761,105.406249999402,19.9270833333501,209.5334442,390,400.4665558
2762,104.389583332911,19.8812500000274,224.2753694,470,305.7246306
2764,104.656249999531,19.8354166667046,233.8378479,440,326.1621521
2768,105.393749999404,19.7687500000533,207.1928919,500,292.8071081
2769,105.231249999432,19.5937500000937,218.5770183,360,421.4229817
2770,105.372916666074,19.5979166667594,201.6377822,350,448.3622178
2771,104.91458333282,19.3562500001484,164.9744389,370,465.0255611
2773,104.185416666279,19.7937500000475,233.7394928,360,406.2605072
2774,104.002083332977,19.4354166667968,231.6561713,360,408.3438287
2775,104.439583332902,19.7145833333991,327.4451796,320,352.5548204
2796,104.864583332829,18.7687500002839,292.687741,390,317.312259
2797,105.443749999395,19.3312500001542,335.6255555,320,344.3744445
2798,104.185416666279,19.943750000013,337.6851383,340,322.3148617
2799,105.106249999454,18.7187500002954,287.5833859,340,372.4166141
2800,105.55208333271,19.2895833334971,301.4729415,410,288.5270585
2801,104.177083332947,19.5479166667709,209.5481531,380,410.4518469
2802,105.185416666107,19.5729166667651,281.3745894,370,348.6254106
2803,104.281249999596,18.6520833336441,290.7369102,340,369.2630898
2804,104.010416666309,19.3937500001398,312.9365893,380,307.0634107
2805,105.752083332676,19.0770833335461,274.7229605,430,295.2770395
2806,104.085416666296,19.5520833334366,367.9221804,240,392.0778196
2807,105.360416666077,19.064583333549,320.717317,320,359.282683
2808,104.531249999553,19.418750000134,345.8280344,330,324.1719656
2809,104.481249999561,19.2437500001744,294.6633693,450,255.3366307
2810,105.331249999415,19.8104166667104,290.0579141,310,399.9420859
2811,105.268749999426,18.9187500002493,-4.1367256,650,354.1367256
2812,104.331249999587,19.7645833333876,336.831224,310,353.168776
2813,105.689583332686,19.9729166666729,207.2522363,510,282.7477637
2814,104.618749999538,18.964583333572,179.1331895,690,130.8668105
2815,104.318749999589,19.0687500002147,257.1286087,490,252.8713913
2816,104.347916666251,19.1187500002032,282.6557329,440,277.3442671
2817,105.277083332758,18.5812500003271,270.3211527,400,329.6788473
2818,105.114583332786,18.6729166669726,175.6896445,510,314.3103555
2819,104.714583332855,18.9520833335749,206.0953033,530,263.9046967
2820,105.693749999352,18.7354166669582,257.8034169,380,362.1965831
2821,105.797916666001,18.6187500003184,129.8436633,720,150.1563367
2822,105.53124999938,18.9520833335749,225.0021358,530,244.9978642
2824,105.660416666025,19.6187500000879,1000,0,0
2825,105.556249999376,19.3979166668055,200.654332,550,249.345668
2826,104.202083332943,19.8479166667017,211.1899382,470,318.8100618
2827,105.139583332781,19.4229166667997,232.7846762,440,327.2153238
2828,104.681249999527,19.8604166666988,215.7617314,520,264.2382686
2891,105.497916666053,18.5979166669899,253.7920679,380,366.2079321
2892,104.002083332977,19.4104166668026,240.4269847,340,419.5730153
2911,104.060416666301,19.0729166668804,197.6384754,420,382.3615246
2948,105.472916666057,19.7395833333934,253.8261424,400,346.1738576
51,105.118749999452,19.660416666745,229.6947765,460,310.3052235
6180,104.247916666268,19.1187500002032,209.4967392,410,380.5032608
6181,105.356249999411,19.2520833335058,210.7599113,410,379.2400887
6182,103.964583332984,19.1604166668602,215.9407014,400,384.0592986
6506,104.660416666197,18.9187500002493,229.794854,430,340.205146
6510,104.056249999635,18.6145833336527,241.063766,430,328.936234
6511,105.252083332762,19.2729166668343,213.4188025,460,326.5811975
6512,103.960416666318,19.3937500001398,299.603034,380,320.396966
6513,104.172916666281,18.7770833336153,349.3429058,350,300.6570942
6516,103.906249999661,18.681250000304,266.0001771,420,313.9998229
6518,105.193749999439,18.6270833336499,243.8963975,430,326.1036025
6519,104.031249999639,19.1062500002061,268.8782508,410,321.1217492
6520,104.922916666152,18.9562500002406,319.9458098,360,320.0541902
6523,105.010416666137,19.0104166668948,316.0317079,370,313.9682921
6525,105.235416666098,18.5604166669986,348.0612032,340,311.9387968
6526,105.214583332768,19.2979166668285,332.3727521,350,317.6272479
6534,104.043749999637,19.2354166668429,387.5286029,290,322.4713971
6536,105.43958333273,18.9770833335692,249.3481189,390,360.6518811
6537,105.04791666613,19.2479166668401,258.4249374,380,361.5750626
6539,104.343749999585,18.8562500002637,394.9762542,290,315.0237458
6541,105.210416666102,18.9187500002493,255.044625,420,324.955375
6545,105.752083332676,19.8979166666902,260.6285774,400,339.3714226
6548,104.160416666283,18.8604166669294,225.4145787,440,334.5854213
6557,104.127083332956,19.5395833334395,285.4488149,390,324.5511851
6558,104.939583332816,19.5020833334481,267.6674627,390,342.3325373
6559,104.60624999954,18.7312500002925,311.1242246,350,338.8757754
6562,105.352083332745,19.9687500000072,236.7890598,440,323.2109402
6564,104.877083332827,19.9812500000043,203.3591888,460,336.6408112
6565,104.58541666621,18.9604166669063,264.7768778,400,335.2231222
6567,104.489583332893,18.7354166669582,243.3780441,430,326.6219559
6569,104.181249999613,19.0229166668919,262.7369219,410,327.2630781
6571,105.310416666085,18.8979166669208,229.4577465,440,330.5422535
6572,105.002083332805,18.6229166669841,234.7073078,430,335.2926922
6578,105.564583332708,18.7270833336268,254.3500355,420,325.6499645
6579,104.010416666309,19.0437500002205,254.3500355,420,325.6499645
6695,104.827083332835,19.7979166667133,221.6787768,450,328.3212232
6698,104.43124999957,18.8562500002637,276.5599896,400,323.4400104
6699,105.218749999434,19.1770833335231,238.7607977,440,321.2392023
6700,105.431249999398,19.1770833335231,233.0314433,440,326.9685567
6701,105.506249999385,19.3312500001542,221.337073,450,328.662927
6702,105.639583332695,19.5354166667738,254.0289957,410,335.9710043
6706,104.197916666277,19.7354166667277,257.1478409,390,352.8521591
6708,104.339583332919,19.6479166667478,288.3784733,380,331.6215267
6711,104.56458333288,18.8979166669208,292.8696122,370,337.1303878
6717,105.335416666081,19.1187500002032,299.1940356,390,310.8059644
6720,105.68541666602,19.98541666667,278.0599487,390,331.9400513
6721,105.656249999359,19.9520833333444,261.5776055,390,348.4223945
6722,105.581249999372,18.9145833335836,248.0525518,420,331.9474482
6723,105.239583332764,19.7395833333934,299.5668019,500,200.4331981
6727,105.681249999355,19.4604166667911,244.2734985,400,355.7265015
6731,105.677083332689,19.8645833333646,291.0414583,390,318.9585417
6732,105.214583332768,19.8770833333617,210.9876352,420,369.0123648
6733,104.12291666629,18.6979166669669,224.7015712,460,315.2984288
6752,103.943749999654,18.7562500002867,253.9587317,420,326.0412683
6753,104.856249999497,19.4770833334539,231.8677008,430,338.1322992
6754,105.097916666122,19.7229166667305,266.9341754,420,313.0658246
6903,104.110416666292,19.7770833333847,344.4605486,320,335.5394514
6916,105.556249999376,19.7979166667133,229.2764037,410,360.7235963
6923,105.560416666042,19.9562500000101,256.4483563,400,343.5516437
6947,105.652083332693,19.0020833335634,351.8490047,300,348.1509953
6948,105.022916666135,18.7854166669467,229.3536916,410,360.6463084
6950,105.4187499994,18.6895833336354,229.3536916,410,360.6463084
7002,105.097916666122,18.710416666964,259.6889549,370,370.3110451
7092,104.62708333287,19.7937500000475,357.9749076,290,352.0250924
7093,104.127083332956,19.6437500000821,351.8490047,300,348.1509953
7094,104.593749999542,19.9770833333386,357.9749076,290,352.0250924
7123,105.20208333277,19.2520833335058,243.0295414,410,346.9704586
7124,103.92708333299,18.7729166669496,259.3615777,410,330.6384223
7125,105.277083332758,19.4812500001196,224.3671663,420,355.6328337
7127,105.752083332676,19.6270833334193,300.1206528,390,309.8793472
7136,105.322916666083,18.9062500002522,307.5331174,360,332.4668826
7145,104.860416666163,19.8312500000389,232.579905,440,327.420095
7153,104.581249999544,19.9270833333501,220.0546344,450,329.9453656
7154,105.581249999372,18.8979166669208,288.7069626,400,311.2930374
7155,105.460416666059,19.9562500000101,288.4846369,400,311.5153631
7156,103.902083332995,19.1395833335317,251.9529936,410,338.0470064
7157,105.297916666087,19.135416666866,267.077817,410,322.922183
7158,103.943749999654,18.7604166669525,235.1171478,380,384.8828522
7159,104.468749999564,19.4645833334568,264.5885447,390,345.4114553
7161,105.518749999383,18.9812500002349,250.2485598,400,349.7514402
7162,103.893749999663,19.8895833333588,278.1697249,360,361.8302751
7163,105.502083332719,19.5687500000994,309.3001724,370,320.6998276
7164,105.052083332796,19.631250000085,305.0155342,330,364.9844658
7166,105.477083332723,19.98541666667,226.140886,380,393.859114
7172,103.94791666632,19.4020833334712,219.5757459,430,350.4242541
7174,104.435416666236,19.1937500001859,282.6698007,380,337.3301993
7176,105.556249999376,19.802083333379,257.9946431,400,342.0053569
7207,103.985416666314,19.0104166668948,227.6860682,420,352.3139318
7208,104.443749999568,19.2479166668401,252.5568716,420,327.4431284
7209,105.268749999426,19.7187500000648,260.5861349,410,329.4138651
7211,105.093749999456,19.7854166667161,189.7073239,430,380.2926761
7219,104.793749999508,19.2229166668458,195.2152026,420,384.7847974
7223,104.322916666255,19.0562500002176,256.6632753,410,333.3367247
7224,104.177083332947,19.9312500000159,273.2016341,400,326.7983659
7226,104.418749999572,18.5604166669986,294.917419,370,335.082581
7228,105.4187499994,19.5645833334337,269.6661043,400,330.3338957
7329,105.368749999408,18.6020833336556,255.9131401,410,334.0868599
7330,104.877083332827,19.6104166667565,261.7421037,400,338.2578963
7337,104.681249999527,19.0020833335634,214.4179933,440,345.5820067
7338,104.552083332883,19.4062500001369,227.7458166,400,372.2541834
7339,104.997916666139,19.6270833334193,226.6265772,390,383.3734228
7340,105.410416666068,19.8645833333646,213.5367259,410,376.4632741
7341,105.527083332714,18.9354166669121,184.2354748,380,435.7645252
7342,104.10208333296,19.3604166668141,215.6647003,350,434.3352997
7343,103.885416666331,18.6020833336556,160.3019399,420,419.6980601
7344,104.43124999957,19.0812500002118,167.0090715,430,402.9909285
7345,104.643749999533,19.560416666768,209.0676951,410,380.9323049
7346,103.935416666322,19.0479166668862,194.7373196,410,395.2626804
7349,105.2229166661,18.9770833335692,190.1391063,370,439.8608937
7350,104.960416666145,18.8729166669265,200.519416,400,399.480584
7351,105.106249999454,19.2854166668314,231.6887569,380,388.3112431
7352,104.506249999557,18.9770833335692,234.3773137,380,385.6226863
7354,104.710416666189,19.2187500001801,250.7659659,370,379.2340341
7355,105.614583332699,19.5229166667767,279.0542186,330,390.9457814
7356,105.314583332751,18.7312500002925,231.1503693,380,388.8496307
7360,105.460416666059,19.3020833334942,247.4205946,330,422.5794054
7363,105.006249999471,19.1729166668574,235.4965974,350,414.5034026
7364,104.493749999559,19.8812500000274,327.8963107,290,382.1036893
7365,105.74791666601,19.2562500001715,211.8240918,420,368.1759082
7368,105.514583332717,18.6020833336556,229.1691973,430,340.8308027
7376,105.231249999432,19.7479166667248,257.3179203,400,342.6820797
7378,105.764583332673,19.7687500000533,289.6197208,370,340.3802792
7379,105.11041666612,19.3354166668199,260.745879,410,329.254121
7382,104.877083332827,19.6187500000879,233.4820048,410,356.5179952
7383,104.960416666145,18.822916666938,200.5136864,440,359.4863136
7385,104.822916666169,19.7937500000475,248.3881708,420,331.6118292
7386,105.460416666059,18.8604166669294,274.1836855,410,315.8163145
7388,104.839583332833,19.2645833335029,246.9463138,390,363.0536862
7389,105.447916666061,18.7354166669582,303.856221,370,326.143779
7390,104.560416666214,19.489583333451,236.8230584,380,383.1769416
7392,105.339583332747,18.964583333572,228.4724261,350,421.5275739
7394,105.502083332719,18.8895833335893,182.8574353,380,437.1425647
7395,105.643749999361,18.6687500003069,216.8826104,390,393.1173896
7420,105.406249999402,19.1729166668574,269.3437268,410,320.6562732
7423,104.27708333293,19.9062500000216,308.9271094,360,331.0728906
7424,104.172916666281,18.964583333572,230.7304549,460,309.2695451
7426,105.614583332699,19.2104166668487,239.5875277,420,340.4124723
7434,104.947916666148,19.064583333549,282.2128818,400,317.7871182
7435,104.660416666197,19.3895833334741,262.3249208,430,307.6750792
7436,104.714583332855,19.3395833334856,220.4373291,450,329.5626709
7437,104.785416666176,19.1562500001945,258.8493078,390,351.1506922
7439,103.889583332997,19.8187500000418,281.5458459,400,318.4541541
7440,105.606249999367,18.7145833336297,275.4529426,370,354.5470574
7441,104.285416666262,19.0479166668862,272.5159,390,337.4841
7442,104.993749999473,19.4687500001225,282.4167371,360,357.5832629
7443,104.89374999949,19.5312500001081,276.7333963,380,343.2666037
7444,105.689583332686,19.3937500001398,318.8321432,350,331.1678568
7447,104.877083332827,19.9604166666758,327.0790965,360,312.9209035
7448,104.518749999555,18.5604166669986,311.0323773,360,328.9676227
7451,104.035416666305,18.9437500002435,253.4911846,400,346.5088154
7455,104.389583332911,19.6270833334193,294.1865894,370,335.8134106
7456,104.47291666623,19.6104166667565,283.1081216,370,346.8918784
7457,104.464583332898,19.9187500000187,286.7893372,380,333.2106628
7458,105.014583332803,18.964583333572,297.3148903,380,322.6851097
7459,105.189583332773,18.7020833336326,261.1506762,410,328.8493238
7687,104.064583332967,18.9479166669092,292.7569646,370,337.2430354
7833,104.29791666626,18.5770833336614,269.8020684,400,330.1979316
7882,103.993749999645,19.8062500000447,236.8432201,390,373.1567799
7907,105.327083332749,19.1729166668574,264.6886593,420,315.3113407
7922,104.756249999514,18.9520833335749,258.1258322,420,321.8741678
7933,104.952083332814,19.5479166667709,295.6222096,390,314.3777904
7937,104.310416666258,19.3604166668141,278.3289065,390,331.6710935
7941,104.231249999605,19.2187500001801,238.3643534,430,331.6356466
7955,104.556249999548,19.802083333379,248.9285252,440,311.0714748
7965,105.606249999367,18.8479166669323,296.2756528,390,313.7243472
7973,105.456249999393,18.5854166669928,197.855955,460,342.144045
7978,104.247916666268,19.9270833333501,234.836522,420,345.163478
7981,105.002083332805,18.964583333572,283.2818707,370,346.7181293
7986,105.752083332676,19.9354166666816,271.1646077,410,318.8353923
7987,104.164583332949,18.7395833336239,253.6616939,420,326.3383061
7988,104.014583332975,19.660416666745,210.63129,430,359.36871
7993,104.172916666281,19.8479166667017,206.5226679,450,343.4773321
7994,104.364583332915,19.1854166668545,238.5575531,420,341.4424469
8000,104.527083332887,18.7687500002839,183.1590764,490,326.8409236
8006,103.872916666333,18.9854166669006,268.3658906,410,321.6341094
8012,104.664583332863,19.3604166668141,310.0000465,370,319.9999535
8021,104.647916666199,19.1479166668631,230.1727082,430,339.8272918
8023,105.677083332689,18.5562500003329,254.7159196,430,315.2840804
8025,104.847916666165,19.2437500001744,211.6557643,440,348.3442357
8026,105.68541666602,18.8354166669352,297.0418628,390,312.9581372
8027,105.035416666133,18.6604166669755,226.0212741,420,353.9787259
8067,105.118749999452,19.5145833334452,264.9744826,420,315.0255174
8069,104.622916666204,19.8687500000303,232.8785929,460,307.1214071
8070,105.027083332801,19.9479166666787,266.8554833,420,313.1445167
8075,104.189583332945,19.2145833335144,260.1978776,410,329.8021224
8083,104.414583332906,19.6645833334107,278.1802973,410,311.8197027
8093,104.006249999643,18.6937500003012,262.589893,420,317.410107
8099,105.681249999355,19.6854166667392,245.5724998,430,324.4275002
8122,104.864583332829,18.993750000232,254.8896002,440,305.1103998
8128,104.714583332855,19.1479166668631,275.6808289,410,314.3191711
